U+7684	的	de,dī,dí,dì
U+9CA0	鲠	gěng
U+869D	蚝	háo
U+6989	榉	jǔ
U+695D	楝	liàn
U+8268	艨	méng
U+6978	楸	qiū
U+7743	睃	suō
U+9E48	鹈	tí
U+68F9	棹	zhào
U+6607	昇	shēng
U+7023	瀣	xiè
U+9F89	龉	yǔ
U+9B3B	鬻	yù
U+5EA5	庥	xiū
U+9A90	骐	qí
U+7B62	筢	pá
U+67DD	柝	tuò
U+977A	靺	mò
U+8182	膂	lǚ
U+78D4	磔	zhé
U+67DE	柞	zhà,zuò
U+97A8	鞨	hé
U+6CD4	泔	gān
U+9530	锰	měng
U+8043	聃	dān
U+5F82	徂	cú
U+581E	堞	dié
U+87E5	蟥	huáng
U+7F95	羕	yàng
U+5880	墀	chí
U+8585	薅	hāo
U+825F	艟	chōng
U+5D6F	嵯	cuó
U+603F	怿	yì
U+7AB3	窳	yǔ
U+86F3	蛳	sī
U+5F58	彘	zhì
U+8FE8	迨	dài
U+72B0	犰	qiú
U+835C	荜	bì
U+7BE6	篦	bì
U+8DF6	跶	da
U+6A5B	橛	jué
U+712F	焯	chāo
U+8DBA	趺	fū
U+5025	倥	kǒng
U+9E39	鸹	guā
U+690B	椋	liáng
U+5D03	崃	lái
U+65D2	旒	liú
U+82A1	芡	qiàn
U+82A9	芩	qín
U+8027	耧	lóu
U+5EA0	庠	xiáng
U+72F4	狴	bì
U+94B4	钴	gǔ
U+4F82	侂	tuō
U+9555	镕	róng
U+6A3E	樾	yuè
U+6B38	欸	ǎi,ê̄,ế,ê̌,ề
U+7A70	穰	ráng
U+87AF	螯	áo
U+8012	耒	lěi
U+7719	眙	yí
U+7F74	罴	pí
U+8084	肄	yì
U+601B	怛	dá
U+7F03	缃	xiāng
U+54CF	哏	gén
U+9004	逄	páng
U+5C99	岙	ào
U+6CA4	沤	òu
U+73F0	珰	dāng
U+8368	荨	qián,xún
U+5A08	娈	luán
U+5709	圉	yǔ
U+53FB	叻	lè
U+800B	耋	dié
U+9E2E	鸮	xiāo
U+90B4	邴	bǐng
U+6BC2	毂	gǔ
U+4FF3	俳	pái
U+94F1	铱	yī
U+824F	艏	shǒu
U+5588	喈	jiē
U+84E0	蓠	lí
U+85AE	薮	sǒu
U+5CE4	峤	jiào,qiáo
U+8C98	貘	mò
U+5D24	崤	xiáo
U+7B04	笄	jī
U+7F17	缗	mín
U+8E41	蹁	pián
U+8564	蕤	ruí
U+7481	璁	cōng
U+6E11	渑	miǎn
U+79EB	秫	shú
U+63BE	掾	yuàn
U+7946	祆	xiān
U+8C49	豉	chǐ
U+91AA	醪	láo
U+90FF	郿	méi
U+5E91	庑	wǔ
U+831B	茛	gèn
U+83BC	莼	chún
U+7B6E	筮	shì
U+6339	挹	yì
U+5AB8	媸	chī
U+9612	阒	qù
U+602B	怫	fú
U+9C94	鲔	wěi
U+96F1	雱	pāng
U+75A3	疣	yóu
U+954D	镍	niè
U+892B	褫	chǐ
U+951B	锛	bēn
U+6F7E	潾	lín
U+8F73	轳	lú
U+9CB5	鲵	ní
U+71B5	熵	shāng
U+9991	馑	jǐn
U+7707	眇	miǎo
U+7606	瘆	shèn
U+8F7A	轺	yáo
U+5844	塄	léng
U+6D9E	涞	lái
U+677C	杼	zhù
U+5D2E	崮	gù
U+5C98	岘	xiàn
U+7EAE	纮	hóng
U+8BC2	诂	gǔ
U+9562	镢	jué
U+73A6	玦	jué
U+6C1F	氟	fú
U+9CAE	鲮	líng
U+850C	蔌	sù
U+6939	椹	shèn
U+6D04	洄	huí
U+680A	栊	lóng
U+5B62	孢	bāo
U+90CF	郏	jiá
U+90F4	郴	chēn
U+4F91	侑	yòu
U+8A48	詈	lì
U+736C	獬	xiè
U+6FB6	澶	chán
U+7BA7	箧	qiè
U+55D0	嗐	hài
U+9CC3	鳃	sāi
U+77F8	矸	gān
U+8BB5	讵	jù
U+678B	枋	fāng
U+74BA	璺	wèn
U+97A3	鞣	róu
U+6F8C	澌	sī
U+556D	啭	zhuàn
U+8709	蜉	fú
U+9EFB	黻	fú
U+8026	耦	ǒu
U+6A18	樘	táng
U+8DD6	跖	zhí
U+86C9	蛉	líng
U+7BAA	箪	dān
U+7488	璈	áo
U+900B	逋	bū
U+6266	扦	qiān
U+6106	愆	qiān
U+9CDF	鳟	zūn
U+6CDA	泚	cǐ
U+85FF	藿	huò
U+6D60	浠	xī
U+75F1	痱	fèi
U+61B7	憷	chù
U+6BB3	殳	shū
U+845A	葚	rèn,shèn
U+7EA1	纡	yū
U+7FEE	翮	hé
U+620B	戋	jiān
U+9EE7	黧	lí
U+9CBD	鲽	dié
U+8BD4	诔	lěi
U+66F7	曷	hé
U+6BD6	毖	bì
U+9ACB	髋	kuān
U+72F3	狳	yú
U+69CE	槎	chá
U+577B	坻	dǐ
U+54DA	哚	duǒ
U+870A	蜊	lí
U+94D9	铙	náo
U+4E42	乂	yì
U+8886	袆	huī
U+5AD8	嫘	léi
U+6F2F	漯	luò
U+9A9F	骟	shàn
U+634C	捌	bā
U+74D8	瓘	guàn
U+6934	椴	duàn
U+6E98	溘	kè
U+5892	墒	shāng
U+8E5A	蹚	tāng
U+960B	阋	xì
U+7256	牖	yǒu
U+9607	阇	dū,shé
U+610D	愍	mǐn
U+9F8B	龋	qǔ
U+7BC1	篁	huáng
U+5208	刈	yì
U+8832	蠲	juān
U+8C1D	谝	piǎn
U+60AD	悭	qiān
U+9B32	鬲	gé,lì
U+74E0	瓠	hù
U+6484	撄	yīng
U+68F0	棰	chuí
U+9EB8	麸	fū
U+572A	圪	gē
U+6D3A	洺	míng
U+5B1B	嬛	xuān
U+933E	錾	zàn
U+7B2E	笮	zé,zuó
U+8F7E	轾	zhì
U+6753	杓	biāo
U+7837	砷	shēn
U+5240	剀	kǎi
U+75B4	疴	kē
U+990D	餍	yàn
U+9531	锱	zī
U+5BE4	寤	wù
U+7CCD	糍	cí
U+77BD	瞽	gǔ
U+828E	芎	xiōng
U+5C3B	尻	kāo
U+7F21	缡	lí
U+6369	捩	liè
U+8E7C	蹼	pǔ
U+9CD5	鳕	xuě
U+88F0	裰	duō
U+7AA8	窨	yìn
U+506C	偬	zǒng
U+8311	茑	niǎo
U+69AB	榫	sǔn
U+5E5B	幛	zhàng
U+5CC1	峁	mǎo
U+84CA	蓊	wěng
U+93CA	鏊	ào
U+79ED	秭	zǐ
U+9C85	鲅	bà
U+7622	瘢	bān
U+833C	茼	tóng
U+6C4A	汊	chà
U+831D	茝	chǎi
U+90DC	郜	gào
U+82B0	芰	jì
U+65C4	旄	máo
U+6B8D	殍	piǎo
U+6A28	樨	xī
U+7887	碇	dìng
U+6D91	涑	sù
U+646D	摭	zhí
U+94A1	钡	bèi
U+51FC	凼	dàng
U+5786	垆	lú
U+8418	萘	nài
U+7094	炔	quē
U+87EE	蟮	shàn
U+84CD	蓍	shī
U+5CA2	岢	kě
U+98E7	飧	sūn
U+4FE3	俣	yǔ
U+7893	碓	duì
U+523F	刿	guì
U+9F81	龁	hé
U+5B53	孓	jué
U+8C30	谰	lán
U+8556	蕖	qú
U+75E7	痧	shā
U+9708	霈	pèi
U+5535	唵	ǎn
U+53C6	叆	ài
U+949A	钚	bù
U+69F2	槲	hú
U+5ADA	嫚	mān,màn
U+94D7	铗	jiá
U+7ED0	绐	dài
U+75C8	痈	yōng
U+57DA	埚	guō
U+72F7	狷	juàn
U+9162	酢	zuò
U+960D	阍	hūn
U+68BC	梼	táo
U+87AB	螫	shì
U+6B39	欹	qī
U+5088	傈	lì
U+6019	怙	hù
U+6E0C	渌	lù
U+58C5	壅	yōng
U+8D40	赀	zī
U+5092	傒	xī
U+7654	癔	yì
U+83AA	莪	é
U+543D	吽	hōng
U+6F46	潆	yíng
U+6AA9	檩	lǐn
U+9560	镠	liú
U+902F	逯	lù
U+6D5E	浞	zhuó
U+75E4	痤	cuó
U+8538	蔸	dōu
U+561A	嘚	dē,dēi
U+7FE5	翥	zhù
U+83FD	菽	shū
U+9E31	鸱	chī
U+6609	昉	fǎng
U+76CD	盍	hé
U+832D	茭	jiāo
U+9EE5	黥	qíng
U+9170	酰	xiān
U+8D49	赉	lài
U+73FD	珽	tǐng
U+972A	霪	yín
U+83CF	菏	hé
U+8BF9	诹	zōu
U+82F4	苴	jū
U+7CB3	粳	jīng
U+7CCC	糌	zān
U+4EB6	亶	dǎn
U+8DB5	趵	bào
U+8238	舸	gě
U+86E9	蛩	qióng
U+67A5	枥	lì
U+863C	蘼	mí
U+8548	蕈	xùn
U+8966	襦	rú
U+8188	膈	gé
U+828F	芏	dù
U+7548	畈	fàn
U+7B0A	笊	zhào
U+8249	艉	wěi
U+71E0	燠	yù
U+960A	阊	chāng
U+53A3	厣	yǎn
U+50A7	傧	bīn
U+9E2C	鸬	lú
U+827F	艿	nǎi
U+652E	攮	nǎng
U+915A	酚	fēn
U+7498	璘	lín
U+584D	塍	chéng
U+53C7	叇	dài
U+691F	椟	dú
U+83F0	菰	gū
U+6C26	氦	hài
U+7B38	笸	pǒ
U+75B8	疸	dǎn
U+956A	镪	qiāng
U+572E	圮	pǐ
U+79A4	禤	xuān
U+5E6A	幪	méng
U+919B	醛	quán
U+7BCC	篌	hóu
U+9AE1	髡	kūn
U+8C16	谖	xuān
U+5FBC	徼	jiào
U+91AF	醯	xī
U+88E3	裣	liǎn
U+67B3	枳	zhǐ
U+84D6	蓖	bì
U+9AEB	髫	tiáo
U+916F	酯	zhǐ
U+66BE	暾	tūn
U+8A3E	訾	zǐ
U+7F33	缳	huán
U+789B	碛	qì
U+9552	镒	yì
U+5B65	孥	nú
U+7856	硖	xiá
U+6EA7	溧	lì
U+67E2	柢	dǐ
U+956C	镬	huò
U+7CC1	糁	sǎn,shēn
U+76B4	皴	cūn
U+867C	虼	gè
U+537A	卺	jǐn
U+92C8	鋈	wù
U+5E19	帙	zhì
U+936A	鍪	móu
U+951E	锞	kè
U+8627	蘧	qú
U+7C1F	簟	diàn
U+6633	昳	dié
U+97AB	鞫	jū
U+6CEE	泮	pàn
U+6EB1	溱	qín
U+772D	眭	suī
U+68FD	棽	chēn,shēn
U+5769	坩	gān
U+5B16	嬖	bì
U+9104	鄄	juàn
U+783B	砻	lóng
U+90EF	郯	tán
U+96B0	隰	xí
U+719C	熜	cōng
U+5ECB	廋	sōu
U+797C	祼	guàn
U+7B5A	筚	bì
U+6710	朐	qú
U+58BC	墼	jī
U+8DEC	跬	kuǐ
U+6100	愀	qiǎo
U+5621	嘡	tāng
U+919A	醚	mí
U+9CDC	鳜	guì
U+8411	萑	huán
U+86A7	蚧	jiè
U+9044	遄	chuán
U+6206	戆	gàng,zhuàng
U+59FD	姽	guǐ
U+9E87	麇	jūn,qún
U+67F0	柰	nài
U+7424	琤	chēng
U+7AD1	竑	hóng
U+8DB1	趱	zǎn
U+9C82	鲂	fáng
U+6E63	湣	mǐn
U+8785	螅	xī
U+57B8	垸	yuàn
U+7994	禔	zhī
U+88CE	裎	chéng,chěng
U+73AD	玭	pín
U+7214	爔	xī
U+57F8	埸	yì
U+69E0	槠	zhū
U+5107	儇	xuān
U+80BD	肽	tài
U+536E	卮	zhī
U+7EC0	绀	gàn
U+9878	顸	hān
U+76C9	盉	hé
U+7B72	筲	shāo
U+5D01	崁	kàn
U+502E	倮	luǒ
U+5AB5	媵	yìng
U+5C9C	岜	bā
U+8C35	谵	zhān
U+890A	褊	biǎn
U+9C9F	鲟	xún
U+7610	瘐	yǔ
U+5E3B	帻	zé
U+7C0B	簋	guǐ
U+6883	梃	tǐng,tìng
U+7F35	缵	zuǎn
U+7905	礅	dūn
U+5C63	屣	xǐ
U+7F36	缶	fǒu
U+58A1	墡	shàn
U+4E8D	亍	chù
U+9E5A	鹚	cí
U+752A	甪	lù
U+7F12	缒	zhuì
U+5216	刖	yuè
U+6F82	澂	chéng
U+9E61	鹡	jí
U+70BB	炻	shí
U+536C	卬	áng
U+778B	瞋	chēn
U+7117	焗	jú
U+837D	荽	suī
U+78F4	磴	dèng
U+782C	砬	lá
U+9536	锶	sī
U+9F0D	鼍	tuó
U+763F	瘿	yǐng
U+8DE3	跣	xiǎn
U+7596	疖	jiē
U+8FD3	迓	yà
U+709D	炝	qiàng
U+5549	啉	lín
U+7852	硒	xī
U+6C54	汔	qì
U+9A7A	驺	zōu
U+86C4	蛄	gū,gǔ
U+4F1B	伛	yǔ
U+7EC2	绂	fú
U+97AF	鞯	jiān
U+71F9	燹	xiǎn
U+9AC0	髀	bì
U+7F2B	缫	sāo
U+7FC0	翀	chōng
U+8DD7	跗	fū
U+7F96	羖	gǔ
U+928E	銎	qióng
U+51C7	凇	sōng
U+6B82	殂	cú
U+55C9	嗉	sù
U+94D8	铘	yé
U+97AE	鞮	dī
U+996B	饫	yù
U+6A97	檗	bò
U+8F8F	辏	còu
U+9F19	鼙	pí
U+74A9	璩	qú
U+609B	悛	quān
U+5F5F	彟	yuē
U+6C9A	沚	zhǐ
U+8919	褙	bèi
U+7173	煳	hú
U+7B15	笕	jiǎn
U+9CA5	鲥	shí
U+5C25	尥	liào
U+950D	锍	liǔ
U+52A2	劢	mài
U+5D4A	嵊	shèng
U+8F6B	轫	rèn
U+9967	饧	xíng
U+4F7E	佾	yì
U+9CA9	鲩	huàn
U+9E30	鸰	líng
U+8C33	谳	yàn
U+68FC	棼	fén
U+82F7	苷	gān
U+89DA	觚	gū
U+840F	萏	dàn
U+7198	熘	liū
U+4F7A	佺	quán
U+7F9D	羝	dī
U+9E55	鹕	hú
U+89DC	觜	zī
U+55BE	喾	kù
U+8616	蘖	niè
U+5261	剡	shàn
U+6910	椐	jū
U+72DD	狝	xiǎn
U+66E9	曩	nǎng
U+7477	瑷	ài
U+7817	砗	chē
U+9AC1	髁	kē
U+868D	蚍	pí
U+9603	阃	kǔn
U+6EB2	溲	sōu
U+530F	匏	páo
U+6861	桡	ráo
U+72FA	狺	yín
U+9CA2	鲢	lián
U+8028	耨	nòu
U+8C73	豳	bīn
U+7F11	缑	gōu
U+6126	愦	kuì
U+877E	蝾	róng
U+8E7E	蹾	dūn
U+69A7	榧	fěi
U+6434	搴	qiān
U+6D2B	洫	xù
U+869C	蚜	yá
U+8378	荸	bí
U+78D9	磙	gǔn
U+91D0	釐	xī
U+575C	坜	lì
U+7C9C	粜	tiào
U+8788	螈	yuán
U+8F6D	轭	è
U+7EE8	绨	tì
U+5E8B	庋	guǐ
U+6294	抔	póu
U+76B2	皲	jūn
U+80DD	胝	zhī
U+6EF9	滹	hū
U+8557	蕗	lù
U+94CD	铍	pí
U+9E88	麈	zhǔ
U+9097	邗	hán
U+8DCF	跏	jiā
U+9514	锔	jū,jú
U+8763	蝣	yóu
U+9C8B	鲋	fù
U+67D9	柙	xiá
U+9E2B	鸫	dōng
U+7F58	罘	fú
U+734D	獍	jìng
U+787C	硼	péng
U+759D	疝	shàn
U+52F0	勰	xié
U+9E7E	鹾	cuó
U+6243	扃	jiōng
U+76A4	皤	pó
U+6F72	潲	shào
U+7B25	笥	sì
U+8478	葸	xǐ
U+9CB1	鲱	fēi
U+65F0	旰	gàn
U+6E8F	溏	táng
U+507E	偾	fèn
U+6EBD	溽	rù
U+4F32	伲	ní
U+525E	剞	jī
U+79FE	秾	nóng
U+9517	锗	zhě
U+609D	悝	kuī
U+6F2D	漭	mǎng
U+75E6	痦	wù
U+560F	嘏	gǔ
U+88A2	袢	pàn
U+9CCE	鳎	tǎ
U+661D	昝	zǎn
U+6ECF	滏	fǔ
U+5EE8	廨	xiè
U+89F3	觳	hú
U+6222	戢	jí
U+6877	桷	jué
U+823B	舻	lú
U+90DB	郛	fú
U+5F56	彖	tuàn
U+88C9	裉	kèn
U+84D0	蓐	rù
U+8118	脘	wǎn
U+75A0	疠	lì
U+824B	艋	měng
U+951C	锜	qí
U+90C7	郇	huán,xún
U+7C9D	粝	lì
U+9E69	鹩	liáo
U+801C	耜	sì
U+577C	坼	chè
U+57D5	埕	chéng
U+9E6A	鹪	jiāo
U+680C	栌	lú
U+5C1C	尜	gá
U+5B84	宄	guǐ
U+760A	瘊	hóu
U+5AE0	嫠	lí
U+8813	蠓	měng
U+6D33	洳	rù
U+7B65	筥	jǔ
U+57D2	埒	liè
U+5881	墁	màn
U+94CA	铊	tā,tuó
U+6114	愔	yīn
U+9502	锂	lǐ
U+851F	蔟	cù
U+8E40	蹀	dié
U+524B	剋	kēi
U+989F	颟	mān
U+52AC	劬	qú
U+6FDE	濞	bì
U+66C8	曈	tóng
U+9C8E	鲎	hòu
U+8816	蠖	huò
U+6083	悃	kǔn
U+7955	祕	mì
U+5523	唣	zào
U+8C2E	谮	zèn
U+7540	畀	bì
U+88D2	裒	póu
U+54A5	咥	xì
U+9572	镲	chǎ
U+951D	锝	dé
U+90EB	郫	pí
U+86AC	蚬	xiǎn
U+6DEF	淯	yù
U+90A1	邡	fāng
U+596D	奭	shì
U+55CD	嗍	suō
U+81DC	臜	zā
U+87A8	螨	mǎn
U+9608	阈	yù
U+8D5C	赜	zé
U+600D	怍	zuò
U+9CD0	鳐	yáo
U+9123	鄣	zhāng
U+9654	陔	gāi
U+72C1	狁	yǔn
U+62F6	拶	zā,zǎn
U+6C46	汆	cuān
U+89EF	觯	zhì
U+9E63	鹣	jiān
U+5463	呣	ḿ,m̀
U+7EF9	绹	táo
U+5452	呒	ḿ
U+94BC	钼	mù
U+78F2	磲	qú
U+98A1	颡	sǎng
U+6E5C	湜	shí
U+769E	皞	hào
U+641B	搛	jiān
U+8770	蝰	kuí
U+7704	眄	miàn
U+614A	慊	qiàn,qiè
U+5281	劁	qiāo
U+754B	畋	tián
U+80AB	肫	zhūn
U+5D26	崦	yān
U+518F	冏	jiǒng
U+9179	酹	lèi
U+7C0F	簏	lù
U+80FC	胼	pián
U+8129	脩	xiū
U+7633	瘳	chōu
U+9511	锑	tī
U+8753	蝓	yú
U+668C	暌	kuí
U+8201	舁	yú
U+8BDC	诜	shēn
U+8297	芗	xiāng
U+5C22	尢	wāng
U+83D4	菔	fú
U+7468	瑨	jìn
U+72A8	犨	chōu
U+7113	焓	hán
U+848C	蒌	lóu
U+65C6	旆	pèi
U+80D9	胙	zuò
U+9778	靸	sǎ
U+6D48	浈	zhēn
U+89C7	觇	chān
U+7F23	缣	jiān
U+989E	颞	niè
U+78A1	碡	zhóu
U+8C20	谠	dǎng
U+6959	楙	mào
U+57FD	埽	sào
U+6832	栲	kǎo
U+97AC	鞬	jiān
U+4FF6	俶	chù
U+8E14	踔	chuō
U+9CB7	鲷	diāo
U+88BC	袼	gē
U+829F	芟	shān
U+50F3	僳	sù
U+78FB	磻	pán
U+69ED	槭	qì
U+9C9E	鲞	xiǎng
U+86B4	蚴	yòu
U+90A0	邠	bīn
U+6874	桴	fú
U+8489	蒉	kuì
U+54E2	哢	lòng
U+6AA0	檠	qíng
U+56DF	囟	xìn
U+98D1	飑	biāo
U+71D4	燔	fán
U+72E8	狨	róng
U+89EB	觫	sù
U+7583	疃	tuǎn
U+9C8A	鲊	zhǎ
U+4FF5	俵	biào
U+5E5E	幞	fú
U+7407	琇	xiù
U+6EB4	溴	xiù
U+5511	唑	zuò
U+82CA	苊	è
U+6EB7	溷	hùn
U+9C86	鲆	píng
U+638A	掊	póu,pǒu
U+73A1	玡	yá
U+755A	畚	běn
U+9A96	骖	cān
U+6987	榇	chèn
U+765C	癜	diàn
U+5820	堠	hòu
U+6CD6	泖	mǎo
U+6D7C	浼	měi
U+7857	硗	qiāo
U+96B9	隹	zhuī
U+54FF	哿	gě
U+50E6	僦	jiù
U+9688	隈	wēi
U+789A	碚	bèi
U+9993	馓	sǎn
U+96B3	隳	huī
U+7F71	罱	lǎn
U+6003	怃	wǔ
U+5D6B	嵫	zī
U+7BFC	篼	dōu
U+637D	捽	zuó
U+5F73	彳	chì
U+89CC	觌	dí
U+8F8A	辊	gǔn
U+5795	垕	hòu
U+7BE5	篥	lì
U+57B4	垴	nǎo
U+91A2	醢	hǎi
U+866E	虮	jǐ
U+8BCE	诎	qū
U+7EF1	绱	shàng
U+663A	昺	bǐng
U+57D8	埘	shí
U+966C	陬	zōu
U+7953	祓	fú
U+7FDA	翚	huī
U+9529	锩	juǎn
U+883C	蠼	qú
U+83D8	菘	sōng
U+572F	圯	yí
U+7F91	羑	yǒu
U+556B	啫	zhě
U+9515	锕	ā
U+8D51	赑	bì
U+5027	倧	zōng
U+6225	戥	děng
U+86B6	蚶	hān
U+4F94	侔	móu
U+783C	砼	tóng
U+85C1	藁	gǎo
U+5459	呙	guō
U+7D77	絷	zhí
U+9561	镡	chán,tán
U+727E	牾	wǔ
U+7C74	籴	dí
U+4F74	佴	nài
U+77A2	瞢	méng
U+676A	杪	miǎo
U+9079	遹	yù
U+6603	昃	zè
U+9B0F	鬏	jiū
U+7F27	缧	léi
U+802A	耪	pǎng
U+63E0	揠	yà
U+6DCF	淏	hào
U+6A7C	橼	yuán
U+7228	爨	cuàn
U+4F0B	伋	jí
U+72C3	狃	niǔ
U+8429	萩	qiū
U+8BFC	诼	zhuó
U+55CC	嗌	ài,yì
U+560C	嘌	piào
U+86F4	蛴	qí
U+754E	畎	quǎn
U+696F	楯	shǔn
U+96E9	雩	yú
U+9E46	鹆	yù
U+855E	蕞	zuì
U+812C	脬	pāo
U+7FBC	羼	chàn
U+7F2C	缬	xié
U+6F36	漶	huàn
U+54D5	哕	huì,yuě
U+835B	荛	ráo
U+8C07	谇	suì
U+5EDB	廛	chán
U+4E0F	丏	miǎn
U+6C1A	氚	chuān
U+84BD	蒽	ēn
U+88B7	袷	qiā
U+710C	焌	jùn,qū
U+750D	甍	méng
U+9EFE	黾	mǐn
U+70C3	烃	tīng
U+94F5	铵	ǎn
U+9B2F	鬯	chàng
U+897B	襻	pàn
U+55FE	嗾	sǒu
U+8E9E	躞	xiè
U+67FD	柽	chēng
U+9549	镉	gé
U+9058	遘	gòu
U+8BD6	诖	guà
U+7EF2	绲	gǔn
U+5CB5	岵	hù
U+578D	垍	jì
U+94A3	钣	bǎn
U+902D	逭	huàn
U+8C68	豨	xī
U+89D6	觖	jué
U+83B0	莰	kǎn
U+830C	茌	chí
U+7594	疔	dīng
U+572C	圬	wū
U+798A	禊	xì
U+867F	虿	chài
U+5233	刳	kū
U+8764	蝤	qiú,yóu
U+79D5	秕	bǐ
U+8451	葑	fēng
U+544B	呋	fū
U+5326	匦	guǐ
U+8C47	豇	jiāng
U+5803	堃	kūn
U+5AFD	嫽	liáo
U+94EF	铯	sè
U+73B9	玹	xuán
U+57A7	垧	shǎng
U+6D27	洧	wěi
U+5423	吣	qìn
U+6855	桕	jiù
U+94AA	钪	kàng
U+6D6F	浯	wú
U+7AAC	窬	yú
U+57F4	埴	zhí
U+60DD	惝	chǎng
U+5D1E	崞	guō
U+771A	眚	shěng
U+9883	颃	háng
U+86DE	蛞	kuò
U+663D	昽	lóng
U+7264	牤	māng
U+9546	镆	mò
U+85B7	薷	rú
U+7467	瑧	zhēn
U+833A	茺	chōng
U+857B	蕻	hóng
U+95F6	闶	kàng
U+7462	瑢	róng
U+5ADC	嫜	zhāng
U+8497	蒗	làng
U+9A8D	骍	xīng
U+86B0	蚰	yóu
U+9CD4	鳔	biào
U+5DC9	巉	chán
U+9AB6	骶	dǐ
U+5739	圹	kuàng
U+711C	焜	kūn
U+6549	敉	mǐ
U+67B9	枹	bāo
U+755B	畛	zhěn
U+8F75	轵	zhǐ
U+9EF9	黹	zhǐ
U+6661	晡	bū
U+6E54	湔	jiān
U+7780	瞀	mào
U+9C80	鲀	tún
U+955A	镚	bèng
U+9F80	龀	chèn
U+7809	砉	huā
U+7BEA	篪	chí
U+9794	鞔	mán
U+4EF3	仳	pǐ
U+7521	甡	shēn
U+8284	芄	wán
U+7303	猃	xiǎn
U+6E86	溆	xù
U+753E	甾	zāi
U+94AD	钭	dǒu
U+9AD1	髑	dú
U+9518	锘	nuò
U+9AC2	髂	qià
U+786A	硪	wò
U+6F74	潴	zhū
U+90A8	邨	cūn
U+57B1	垱	dàng
U+88E5	裥	jiǎn
U+90D0	郐	kuài
U+7618	瘘	lòu
U+5C7A	屺	qǐ
U+5F22	弢	tāo
U+7330	猰	yà
U+80D7	胗	zhēn
U+7B2A	笪	dá
U+9CBC	鲼	fèn
U+7FC3	翃	hóng
U+4F3E	伾	pī
U+67B5	枵	xiāo
U+9ACC	髌	bìn
U+7FD9	翙	huì
U+752F	甯	nìng
U+7F9F	羟	qiǎng
U+9CAD	鲭	qīng
U+8167	腧	shù
U+9F86	龆	tiáo
U+6CA9	沩	wéi
U+7EC1	绁	xiè
U+5D3E	崾	yào
U+86CF	蛏	chēng
U+60AB	悫	què
U+6EBB	溻	tā
U+7F7E	罾	zēng
U+6662	晢	zhé
U+8233	舳	zhú
U+5FC9	忉	dāo
U+8731	蜱	pí
U+6C06	氆	pǔ
U+9538	锸	chā
U+9492	钒	fán
U+86F1	蛱	jiá
U+656B	敫	jiǎo
U+721D	爝	jué
U+822F	舯	zhōng
U+7B3E	笾	biān
U+7F5F	罟	gǔ
U+90BD	邽	guī
U+94EB	铫	diào,yáo
U+8E2C	踬	zhì
U+7B85	箅	bì
U+7ECB	绋	fú
U+57DD	埝	niàn
U+8298	芘	bǐ
U+6FC9	濉	suī
U+7C7C	籼	xiān
U+7D5C	絜	jié,xié
U+6966	楦	xuàn
U+66DB	曛	xūn
U+9533	锳	yīng
U+8071	聱	áo
U+9E41	鹁	bó
U+6A9E	檞	jiě
U+786D	硭	máng
U+8306	茆	máo
U+8C02	谂	shěn
U+70B1	炱	tái
U+948D	钍	tǔ
U+6C84	沄	yún
U+9987	馇	chā,zha
U+552A	唪	fěng
U+7EA9	纩	kuàng
U+681D	栝	guā
U+8930	褰	qiān
U+9969	饩	xì
U+8D91	趑	zī
U+83F9	菹	zū
U+9CCA	鳊	biān
U+9CB3	鲳	chāng
U+638E	掎	jǐ
U+5C66	屦	jù
U+83A8	莨	làng,liáng
U+7399	玙	yú
U+68FB	棻	fēn
U+83A9	莩	fú
U+5C28	尨	máng
U+57E4	埤	pì
U+87BD	螽	zhōng
U+662A	昪	biàn
U+9F41	齁	hōu
U+9185	醅	pēi
U+6F7D	潽	pū
U+8729	蜩	tiáo
U+7617	瘗	yì
U+83B8	莸	yóu
U+764D	癍	bān
U+57ED	埭	dài
U+5576	啶	dìng
U+97B2	鞲	gōu
U+68BF	梿	lián
U+5089	傉	nù
U+6798	枘	ruì
U+5EB9	庹	tuǒ
U+90C4	郄	qiè
U+90E4	郤	xì
U+784E	硎	xíng
U+9AF9	髹	xiū
U+6BEA	毪	mú
U+66B2	暲	zhāng
U+6C18	氘	dāo
U+8D59	赙	fù
U+6D0E	洎	jì
U+6E53	湓	pén
U+5363	卣	yǒu
U+8308	茈	cí,zǐ
U+6D4D	浍	huì
U+6833	栳	lǎo
U+8F8C	辌	liáng
U+5FDE	忞	mín
U+7CF5	糵	niè
U+7B31	笱	gǒu
U+9A92	骒	kè
U+960C	阌	wén
U+640C	搌	zhǎn
U+647D	摽	biào
U+57F5	埵	duǒ
U+8DFD	跽	jì
U+63F8	揸	zhā
U+7287	犇	bēn
U+52BC	劼	jié
U+83C9	菉	lù
U+6E2B	渫	xiè
U+5F07	弇	yǎn
U+50F0	僰	bó
U+5A7C	婼	ruò
U+90BE	邾	zhū
U+64D0	擐	huàn
U+564D	噍	jiào
U+6C07	氇	lu
U+6C67	汧	qiān
U+89CB	觋	xí
U+5819	堙	yīn
U+6499	撙	zǔn
U+98A5	颥	rú
U+9CA6	鲦	tiáo
U+71DA	燚	yì
U+870E	蜎	yuān
U+60B0	悰	cóng
U+75B3	疳	gān
U+6844	桄	guāng,guàng
U+70DD	烝	zhēng
U+56AD	嚭	pǐ
U+8E23	踣	bó
U+7AAD	窭	jù
